plot_id_fe,biomass,groundcover
15,51.2001346790147,0.478885465571204
16,52.0929765210782,0.503347998550257
17,55.893460784261,0.512795434054611
18,26.5722327385195,0.244196898106833
19,27.6682151513748,0.280939768781565
20,55.1508734671742,0.524481954502518
21,43.9124023772751,0.411978202160493
22,23.6755155085776,0.264523769946808
23,31.0789434791716,0.31908519198844
24,37.339550605593,0.362741193413539
27,73.0387390200602,0.613249460129925
28,25.838819986545,0.24966292109284
29,68.6409294883244,0.584394864234274
30,52.6963206480866,0.461072538019287
31,37.8836962686646,0.368631314528023
32,78.8171377308248,0.622430942262602
33,59.8835814220829,0.48831763287256
34,16.4185642612981,0.174910635318396
35,25.4865846726639,0.268634120813397
36,35.8886415154968,0.356548494334584
39,82.066361611442,0.6883281487462
40,38.2355045513875,0.376290714039522
41,56.9816391270287,0.499156391189759
42,53.3051079366409,0.469709419453692
43,23.759962519314,0.249596842842009
44,47.8653254899769,0.43015302359882
45,9.39585151980319,0.0829907297740524
46,12.5108188705228,0.145352112031066
47,17.6172638087275,0.188697110250934
48,38.1378227165426,0.371009052873222
63,67.571415614478,0.584658668154761
64,40.7967995481347,0.39681384495956
65,75.0668897754552,0.611281191191372
66,36.1238724031889,0.351166565753325
67,26.8279203183752,0.279222186781196
68,32.3118902877033,0.30296146945326
69,28.4431337507642,0.29401180665753
70,13.4569147519619,0.153006732329288
71,40.9351490139039,0.412736304012345
72,29.7366509174735,0.299357258466135
75,49.6952081729892,0.444373497596153
76,26.4365130590768,0.254571201269422
77,91.1156623786292,0.677766557173295
78,27.2410699529653,0.28309260187922197
79,19.191066364418,0.201378825007026
80,37.1455937608359,0.352848717612044
81,21.7933488522224,0.211815739654436
82,16.6618704987444,0.17738914269752
83,58.2898044010994,0.52689241202346
84,21.1000008518514,0.216027479226878
87,12.9515664831597,0.121416146833013
88,50.933048858426,0.488315030463836
89,87.0940840408839,0.677437133789062
90,30.5721132188217,0.328879698025107
91,10.9983703872331,0.118271083047945
92,37.1162094348374,0.3559012885995
93,3.54165783089285,0.0341581192484662
94,23.5175313454345,0.26338241658073003
95,38.5490387127963,0.381472998250446
96,16.1086032019434,0.167319573782234
121,25.8941039678299,0.243309233891425
122,84.0131059780733,0.619151272877725
123,32.5338616953536,0.291749579138336
124,62.4094361344761,0.555678095063863
125,34.1110967928056,0.306454958842272
126,45.4979064979638,0.40637661011751
127,28.5304790515044,0.25233492347609
128,28.0689097030902,0.250546144100831
129,54.6415946290983,0.44331799523305
130,22.2184249508321,0.209322699185075
131,87.6292281318468,0.695041969378055
132,44.105090468997,0.390277895720108
133,53.2900592024046,0.459460644411131
134,72.8231263648073,0.608928520605646
135,43.8746721274899,0.364818707003805
136,43.1600538959669,0.371992344557725
137,24.3012391268782,0.200813783887646
138,29.4045531540743,0.292961094974804
139,7.19766142811105,0.065248802112479
140,67.0474265645481,0.52011774079320106
