tray_id,wavelength_bin,reflectance_raw,reflectance_smoothed
7__1,418.62,0.17138306121254682,0.170048800258048
7__1,423.86,0.17468238859140917,0.1766521357928705
7__1,429.12,0.18456871232736424,0.1835120214547664
7__1,434.37,0.1966868196980337,0.19645351017352752
7__1,439.63,0.20932452598314605,0.2105649319140695
7__1,444.89,0.2217423228288858,0.22039775327924363
7__1,450.16,0.22518566574496723,0.22520533589430627
7__1,455.43,0.22821182079529495,0.2288794411213104
7__1,460.7,0.2305537877457865,0.23026614855036115
7__1,465.98,0.2306472835469335,0.23015398406846355
7__1,471.26,0.229333770409059,0.2305844631640695
7__1,476.54,0.23298330699906367,0.23173045890948257
7__1,481.83,0.23356302668539325,0.23378713793862585
7__1,487.12,0.2325018836317884,0.23310977506493
7__1,492.42,0.2338190543071161,0.2330167146849084
7__1,497.72,0.23404193549566948,0.234460963015678
7__1,503.02,0.23383231288038384,0.23396139347300257
7__1,508.32,0.23524023620376872,0.2351626332736981
7__1,513.63,0.23579481032010768,0.2352893299356552
7__1,518.95,0.2353741935129916,0.2359865806692527
7__1,524.27,0.2412040796172753,0.2407807523136537
7__1,529.59,0.2455026005091292,0.24566663453258764
7__1,534.91,0.24875986620727997,0.24862624634942931
7__1,540.24,0.25023796853054775,0.25066287423574884
7__1,545.57,0.25270040562090357,0.252292862333077
7__1,550.91,0.25300055228815543,0.25306409111587636
7__1,556.25,0.253612732619382,0.2534727882696852
7__1,561.59,0.25358895862593633,0.2542339588244884
7__1,566.94,0.25386075937792607,0.25278972137924693
7__1,572.29,0.2471980977147706,0.248288501068001
7__1,577.64,0.24708242809281367,0.24650997993927795
7__1,583,0.244087362110838,0.24454039602073863
7__1,588.36,0.24408050422811328,0.24371869104397967
7__1,593.73,0.24394929007198035,0.2435162528772628
7__1,599.1,0.24130969101123595,0.24217820375897317
7__1,604.47,0.24430132805184923,0.24392954372394443
7__1,609.85,0.24461564767673225,0.24443394644111155
7__1,615.23,0.24266823757900283,0.2430317271344692
7__1,620.61,0.24328018931413856,0.2429965668785949
7__1,626,0.24148342404026216,0.2416112201405609
7__1,631.39,0.24139381437265917,0.24148738637250317
7__1,636.78,0.24174539516034643,0.24158939465665133
7__1,642.18,0.23975592338190543,0.23983678108488837
7__1,647.58,0.23945074760065543,0.23970599146435265
7__1,652.99,0.23880450645189608,0.2379691401373284
7__1,658.4,0.23370269889688672,0.2347111886509052
7__1,663.81,0.23674919899929775,0.2363654079338606
7__1,669.23,0.23890028821395132,0.23873547043246723
7__1,674.65,0.2364769410551264,0.23640121043589488
7__1,680.07,0.2343816292866339,0.23476857715523008
7__1,685.5,0.23737555228815543,0.2368293273718957
7__1,690.93,0.23922763781601125,0.23957961048271137
7__1,696.37,0.24572708187031833,0.2458205994425217
7__1,701.81,0.25796177324730807,0.2579602819299537
7__1,707.25,0.2724904263957163,0.27239193413715557
7__1,712.7,0.2847395193264279,0.2845671796450029
7__1,718.15,0.29400451888752344,0.29427698365672933
7__1,723.6,0.3055893115783006,0.3055108922336198
7__1,729.06,0.3170250596178605,0.3169293431689741
7__1,734.52,0.32615084415964424,0.32612143146262484
7__1,739.98,0.33260159724660576,0.33278905692660965
7__1,745.45,0.33669621042544473,0.33652746296830416
7__1,750.93,0.337878966599368,0.33823018816462685
7__1,756.4,0.33751618460323035,0.33642069770836125
7__1,761.88,0.32912533649344566,0.33045707200541735
7__1,767.36,0.33274629857209737,0.33234866111487316
7__1,772.85,0.34043832843223315,0.34012427006002544
7__1,778.34,0.34298168853874067,0.3432590300245508
7__1,783.84,0.3449974488676264,0.3448849251633004
7__1,789.33,0.34639394238647003,0.34632608200407977
7__1,794.84,0.34653818651977997,0.34667717294300093
7__1,800.34,0.34644926264044945,0.3464993034132836
7__1,805.85,0.3475940718632959,0.3475277354548444
7__1,811.36,0.3482483138752341,0.34798912945035226
7__1,816.88,0.34648949555243447,0.34697350967540574
7__1,822.4,0.34856103332748123,0.3481362582486178
7__1,827.92,0.34987728961844566,0.3500057170793762
7__1,833.45,0.35090688641151685,0.351002570203819
7__1,838.98,0.35329388679190077,0.35344582699360183
7__1,844.52,0.35680375117041196,0.35662258332567
7__1,850.06,0.35894958267497656,0.3586877530667581
7__1,855.6,0.3597364104195927,0.3600798706032917
7__1,861.14,0.3617841742011938,0.36150032316955927
7__1,866.69,0.3614833417456695,0.361659524018526
7__1,872.25,0.3616765054424157,0.3617767393854781
7__1,877.8,0.3619309328915028,0.3618198678479469
7__1,883.37,0.3613246960586376,0.3614767886577326
7__1,888.93,0.3613324683257256,0.3612857802955569
7__1,894.5,0.35904627882139517,0.3586018880208334
7__1,900.07,0.3541554654582163,0.35468857331307413
7__1,905.64,0.3539417281132959,0.35377030281623423
7__1,911.22,0.351705372556765,0.35174794585729896
7__1,916.81,0.34623781125643727,0.3460638605168484
7__1,922.39,0.33909921253218633,0.3393549244735933
7__1,927.98,0.3310766327247191,0.33028418804758564
7__1,933.58,0.31921089543831926,0.31996579592891705
7__1,939.18,0.32140496071804775,0.32180608154427504
7__1,944.78,0.3334330012289326,0.3329409971283106
7__1,950.38,0.34055034051673694,0.34054563796858284
7__1,955.99,0.34489480922284643,0.34491162736381425
7__1,961.6,0.34839187222027157,0.34828138410970666
5__2,964.41,0.3475541767022476,0.3475941256958556
5__2,978.85,0.3537839117282075,0.35394021817912535
5__2,992.7,0.3630104905635524,0.3626043046453562
5__2,1013.5,0.3706722727464461,0.370618783948334
5__2,1027.38,0.3768415644167789,0.3763887772233755
5__2,1041.27,0.3846498491699825,0.3847418720169089
5__2,1062.12,0.39535098602911944,0.39494140958981433
5__2,1076.03,0.40343933703589424,0.4032054452407835
5__2,1089.94,0.41128837591379946,0.4111197570288404
5__2,1110.84,0.4156590948943273,0.4149942952759263
5__2,1124.78,0.4143769017303295,0.41535565645005057
5__2,1138.73,0.40994732766123926,0.4085320870055632
5__2,1159.67,0.39505331075895544,0.3958562783928744
5__2,1173.64,0.38880283768089774,0.3889391832029415
5__2,1187.63,0.3858713070633936,0.3848844801870128
5__2,1208.62,0.38082184911111056,0.3810865998279041
5__2,1222.62,0.3850962913156899,0.3861756029101262
5__2,1236.63,0.4052352343412416,0.40441954589257634
5__2,1257.67,0.4227113746291836,0.42217767335645406
5__2,1271.71,0.43107808355209887,0.43134890943694226
5__2,1285.75,0.437572956706798,0.4371861494208816
5__2,1306.83,0.43591008059491626,0.4357087658437083
5__2,1320.9,0.42788763704404575,0.4275397852835936
5__2,1334.98,0.4098880042119218,0.4094750871376387
5__2,1356.11,0.3847528952751187,0.38598127297436546
5__2,1370.21,0.3637681028342753,0.36285892243728896
5__2,1384.31,0.31674603755715885,0.3155277154898486
5__2,1405.49,0.26106577786183516,0.26233156727124174
5__2,1419.62,0.23766592193634245,0.2378015768417892
5__2,1433.76,0.22882665722849388,0.22835167285099167
5__2,1454.99,0.2297638909030688,0.2291674932659245
5__2,1469.15,0.2346339565776247,0.2348837583901252
5__2,1483.32,0.24753146277427335,0.24713027766357207
5__2,1504.59,0.2618399882986002,0.26172666204898143
5__2,1518.79,0.27302180481159605,0.2725324444326324
5__2,1532.99,0.28437585341091837,0.2845478556577829
5__2,1554.31,0.2990714538281112,0.2986348680309689
5__2,1568.53,0.3113937826919217,0.31087707092880457
5__2,1582.77,0.3231546413563611,0.32301037311725195
5__2,1604.13,0.3328956251894374,0.3327489544809329
5__2,1618.39,0.33936367374002324,0.3389639148475535
5__2,1632.66,0.3453009482529604,0.34552904914626015
5__2,1654.07,0.35123842830550955,0.3502777967094878
5__2,1668.36,0.34861448266306794,0.3489712425723358
5__2,413.37,0.0959362343546625,0.096103816493549
5__2,418.62,0.10047496655209884,0.10000688768049174
5__2,423.86,0.10090886318537327,0.10153940253463878
5__2,429.12,0.10334306279271452,0.1031554825582192
5__2,434.37,0.10805331308542906,0.10797117897634516
5__2,439.63,0.11315607004956536,0.11328245407947836
5__2,444.89,0.11690429596707652,0.11647322740737036
5__2,450.16,0.11859549639082256,0.11865633428988694
5__2,455.43,0.12008415043420533,0.12021449419945844
5__2,460.7,0.12015037210336092,0.12039449165156577
5__2,465.98,0.1205332207387156,0.12004981795615324
5__2,471.26,0.1189538991863553,0.11960463226712334
5__2,476.54,0.12059301884921789,0.1199928700768757
5__2,481.83,0.12048791535683571,0.12065342602505774
5__2,487.12,0.11983232650671716,0.12010691229213569
5__2,492.42,0.12064856106838624,0.12021311393958968
5__2,497.72,0.12056056058464462,0.12089051619185556
5__2,503.02,0.12144458298348015,0.12135129060285708
5__2,508.32,0.12277289773948842,0.12293523067551446
5__2,513.63,0.1251664223747211,0.12480371342780444
5__2,518.95,0.12715964354560827,0.1277212947409129
5__2,524.27,0.1339130394518176,0.1332163670640224
5__2,529.59,0.13879027957143109,0.1391524016106667
5__2,534.91,0.14380799815219414,0.14364488807689976
5__2,540.24,0.14616580734735263,0.1464338587858355
5__2,545.57,0.14855003711591205,0.14830189676370414
5__2,550.91,0.14939151195045208,0.149664139215211
5__2,556.25,0.1507787282425216,0.15028979361187111
5__2,561.59,0.14941179269128857,0.14990906670723098
5__2,566.94,0.14827233736911374,0.14780753837109464
5__2,572.29,0.14337608760154216,0.14377443308565874
5__2,577.64,0.1411780161944496,0.14101224882167102
5__2,583,0.13879248128588112,0.13886912029616083
5__2,588.36,0.13722590470943544,0.13717021495270085
5__2,593.73,0.13660648526113334,0.13648938258712748
5__2,599.1,0.13607622389901566,0.1363209589977258
5__2,604.47,0.13720850662566242,0.13712229550778832
5__2,609.85,0.13678695775177807,0.13665702093080112
5__2,615.23,0.13465227075295183,0.13488584866098408
5__2,620.61,0.13424743902022707,0.1340621291348738
5__2,626,0.13338021320585602,0.13344503624050086
5__2,631.39,0.13335857057979267,0.13341053514808737
5__2,636.78,0.13341071943493749,0.13331816041870043
5__2,642.18,0.1321043537291686,0.1321210211507088
5__2,647.58,0.13078224689998605,0.13093960138890504
5__2,652.99,0.12978981843709325,0.12952673679882715
5__2,658.4,0.12740238823825073,0.12767360876203926
5__2,663.81,0.12731411537746373,0.1271822130102288
5__2,669.23,0.12743013664974784,0.127389963737709
5__2,674.65,0.1264927283500197,0.1264497543859449
5__2,680.07,0.1262585975814371,0.12637999235563016
5__2,685.5,0.12860859863462834,0.12840578420066487
5__2,690.93,0.13292739771697193,0.1330646411602771
5__2,696.37,0.1437430248778298,0.14383839575471585
5__2,701.81,0.16145744054190686,0.16154557126943409
5__2,707.25,0.18298746139509345,0.18285009311230915
5__2,712.7,0.20438402884509227,0.2042557684399779
5__2,718.15,0.2245510863122908,0.22476266545046428
5__2,723.6,0.2460131490926576,0.24589256712615548
5__2,729.06,0.2656198702323122,0.2656854887808674
5__2,734.52,0.28222546164277496,0.28214304867147794
5__2,739.98,0.29497649794664027,0.29500689879174585
5__2,745.45,0.3035210453032029,0.3034526132727069
5__2,750.93,0.3082650136043255,0.3086304549685862
5__2,756.4,0.3107570592866772,0.30972268746095066
5__2,761.88,0.30483865791113685,0.3059672019385775
5__2,767.36,0.308984508918714,0.3088838747877708
5__2,772.85,0.317222972570542,0.3166553080034441
5__2,778.34,0.318948458454874,0.3192979641406887
5__2,783.84,0.3213012400237367,0.3212385441241129
5__2,789.33,0.3232557723051378,0.3231493490811192
5__2,794.84,0.3237030267626789,0.32379324787594327
5__2,800.34,0.3243157389262389,0.32429697787637773
5__2,805.85,0.32562159392504764,0.3257625955230622
5__2,811.36,0.3271356130807805,0.3269248051371384
5__2,816.88,0.3266756703925425,0.326839189033405
5__2,822.4,0.32824826196207346,0.3281527100409213
5__2,827.92,0.3304833993454235,0.33040326428929756
5__2,833.45,0.33211197574682155,0.33229381444613837
5__2,838.98,0.3349829092483265,0.3349793553764012
5__2,844.52,0.33805721761037444,0.33792085777117487
5__2,850.06,0.34043241354026244,0.3403018227982043
5__2,855.6,0.34220658682145433,0.3425581909994657
5__2,861.14,0.3449357140237135,0.3446862128671401
5__2,866.69,0.34590770285916,0.34592048350349724
5__2,872.25,0.3466648202529402,0.34673814480207066
5__2,877.8,0.3475320233692242,0.34760561705281606
5__2,883.37,0.34880713380903683,0.34881618710321155
5__2,888.93,0.35009919971992376,0.3501125543016066
5__2,894.5,0.3497695894478954,0.3493233104676695
5__2,900.07,0.34673307340089254,0.3474410440317641
5__2,905.64,0.3478816987502615,0.3473540941451975
5__2,911.22,0.34683300172941267,0.34697401683819334
5__2,916.81,0.3459535302970435,0.34606209038383484
5__2,922.39,0.34535055561285566,0.34532002236224196
5__2,927.98,0.3414600580853129,0.34115833133244294
5__2,933.58,0.33366787287328004,0.33390859095100167
5__2,939.18,0.33265893155201165,0.3328485329971215
5__2,944.78,0.3375817267324633,0.33736907321816645
5__2,950.38,0.34063044300129,0.3406108426626363
5__2,955.99,0.34242443171253256,0.342388146658558
5__2,961.6,0.3445669155042825,0.34471444766621817
1__2,964.41,0.00780849264125631,0.00839137985134078
1__2,978.85,0.00919285934153899,0.00978802544135371
1__2,992.7,0.0105981997186465,0.01144895390740452
1__2,1013.5,0.01077963169720856,0.01183880064449453
1__2,1027.38,0.01088216671094197,0.01184677014199148
1__2,1041.27,0.01090108794677669,0.011871182130448
1__2,1062.12,0.0107397108586928,0.01173495442631033
1__2,1076.03,0.01060666838875085,0.01161626509681469
1__2,1089.94,0.01007408688438033,0.01101901339746848
1__2,1110.84,0.00805904274742622,0.00858758201132335
1__2,1124.78,0.0046462361748205,0.00626672980197418
1__2,1138.73,0.00492630960325125,0.00574590155150798
1__2,1159.67,0.00637641584288641,0.00752335731738346
1__2,1173.64,0.00814044319959247,0.00882326159051973
1__2,1187.63,0.00866962374003263,0.00968481189406902
1__2,1208.62,0.00913856538165093,0.01020259162193843
1__2,1222.62,0.00986076412102696,0.0108310800812921
1__2,1236.63,0.01067535571384413,0.01162541241731782
1__2,1257.67,0.01078396387745316,0.01157200664464461
1__2,1271.71,0.01009324429826576,0.01145140861090234
1__2,1285.75,0.01104126974179466,0.01182982044515752
1__2,1306.83,0.01047933467969197,0.01155870732277341
1__2,1320.9,0.00959407186615549,0.0105449028305116
1__2,1334.98,0.00800879755412191,0.00880451410694792
1__2,1356.11,0.00521638348514388,0.00651514757203665
1__2,1370.21,0.00450629055785325,0.00545572461010232
1__2,1384.31,0.00486441745807436,0.00585092135697574
1__2,1405.49,0.00570565668295689,0.00661013619314467
1__2,1419.62,0.00601992194518741,0.0069499762519315
1__2,1433.76,0.00607601085826093,0.00713005986853127
1__2,1454.99,0.00679009856858086,0.00766567304024373
1__2,1469.15,0.00711219819415093,0.00806947423404026
1__2,1483.32,0.00783324303505059,0.00889804715849365
1__2,1504.59,0.00944527969420275,0.01030312652745235
1__2,1518.79,0.01023161089626536,0.01123444055545336
1__2,1532.99,0.01090829475129576,0.01190136314389627
1__2,1554.31,0.01145148402411568,0.01238711257103494
1__2,1568.53,0.0116090012880564,0.01253250596994834
1__2,1582.77,0.01167125782222583,0.012648770362852
1__2,1604.13,0.01185974140258791,0.01287986367687054
1__2,1618.39,0.01207861772410532,0.01316318146434235
1__2,1632.66,0.01184458551967608,0.01258371538899144
1__2,1654.07,0.00924219356236196,0.0102547529685188
1__2,1668.36,0.00886392404838669,0.00991457343847317
1__2,413.37,0.0445232969341856,0.05243937174479167
1__2,418.62,0.05788814660274621,0.05407730256668246
1__2,423.86,0.05099071155894885,0.05590406365552849
1__2,429.12,0.06470420143821022,0.05609670311513573
1__2,434.37,0.06328282211766098,0.0655050566702178
1__2,439.63,0.07577375932173296,0.07679759544383569
1__2,444.89,0.08057010535037878,0.08015171067539233
1__2,450.16,0.08104405258641098,0.08257312416858315
1__2,455.43,0.07786097671046402,0.07656752461134786
1__2,460.7,0.07130986993963068,0.07023889230615306
1__2,465.98,0.06335125547466855,0.06572066137801003
1__2,471.26,0.05731524843158143,0.05883033829505998
1__2,476.54,0.06223042805989583,0.05849438071422935
1__2,481.83,0.05808096220999052,0.0594749946098823
1__2,487.12,0.05372527151396779,0.05360476451174693
1__2,492.42,0.05199825402462121,0.05155528675426137
1__2,497.72,0.04860201748934659,0.04900887449410399
1__2,503.02,0.04094904119318182,0.04271553777169012
1__2,508.32,0.04456259987571022,0.04243958047974162
1__2,513.63,0.04241758404356061,0.04199476365919237
1__2,518.95,0.03543368252840909,0.03632206111759335
1__2,524.27,0.03658179080847538,0.03576417953249008
1__2,529.59,0.03538883093631628,0.03669767393522277
1__2,534.91,0.03709920247395833,0.03592341699641505
1__2,540.24,0.03402756199692235,0.03447299533420139
1__2,545.57,0.02885853160511363,0.03095279489932809
1__2,550.91,0.03012316154711173,0.02784090468721816
1__2,556.25,0.03005149147727272,0.02954885419485028
1__2,561.59,0.02914659904711174,0.03040361060380592
1__2,566.94,0.0290365508108428,0.02866862243388122
1__2,572.29,0.02818575772372159,0.0276232302446902
1__2,577.64,0.02690309466737689,0.02737699786649982
1__2,583,0.02790786280776515,0.02766898459342306
1__2,588.36,0.02307868726325757,0.02375115288628472
1__2,593.73,0.02313186183120264,0.02277677021329365
1__2,599.1,0.02495274399266098,0.02468037570881808
1__2,604.47,0.02375793457031249,0.02375020609273538
1__2,609.85,0.02334964636600378,0.02349212778595102
1__2,615.23,0.02341345584753787,0.02330631404728084
1__2,620.61,0.02263756954308711,0.02286235594646239
1__2,626,0.02203692811908143,0.02188612372328192
1__2,631.39,0.02001721931226325,0.02024863327048385
1__2,636.78,0.02092072457978219,0.02052991902845418
1__2,642.18,0.02034320253314394,0.02050195559106692
1__2,647.58,0.01932456276633522,0.0192687019469246
1__2,652.99,0.01970926920572916,0.01968777919400478
1__2,658.4,0.01925705418442234,0.01939548420871663
1__2,663.81,0.01893014618844696,0.01886847249701253
