tray_id,wavelength,reflectance_raw,reflectance_smoothed
12__2,822.4,0.3048944098693503,0.30474016659100084
12__2,825.16,0.30543863656426556,0.3055667073370662
12__2,827.92,0.30634181894420903,0.30599736483134926
12__2,830.69,0.306432214424435,0.3066135287404157
12__2,833.45,0.3069304268185028,0.30727406069242674
12__2,836.22,0.30843349443855933,0.30803340700245496
12__2,838.98,0.3088012226341808,0.3089448275028585
12__2,841.75,0.30975190898658195,0.30966762299905837
12__2,844.52,0.310295771539548,0.31037962507566585
12__2,847.29,0.3108468838276836,0.3109694031434961
12__2,850.06,0.3119027630649718,0.3114125029425612
12__2,852.83,0.31146799964689265,0.3118987207215161
12__2,855.6,0.312409604519774,0.312515043844162
12__2,858.37,0.3130791953566384,0.31296250756658606
12__2,861.14,0.31373188117937856,0.31342846948984404
12__2,863.92,0.3132723230049435,0.31343528729906517
12__2,866.69,0.31330303230932205,0.31333734782754913
12__2,869.47,0.31321816516596046,0.31335171015351765
12__2,872.25,0.31352379060734464,0.31347358315677964
12__2,875.03,0.31379423772951975,0.3135737537202381
12__2,877.8,0.31341905014124294,0.31360333802041307
12__2,880.58,0.31370865333686443,0.3136764585645346
12__2,883.37,0.3136711356814972,0.31385202332610307
12__2,886.15,0.3142145237464689,0.31414198435818536
12__2,888.93,0.3141373808262712,0.31412329068721423
12__2,891.71,0.3137126699329096,0.31346078932102506
12__2,894.5,0.3123984816384181,0.3120880960788271
12__2,897.28,0.31036363435734465,0.3107823839369788
12__2,900.07,0.30945974576271185,0.3099850885710923
12__2,902.86,0.309879755914548,0.3095915467572976
12__2,905.64,0.30988362906073447,0.3093640231957896
12__2,908.43,0.3087063471045198,0.3089385288455072
12__2,911.22,0.3081045197740113,0.30831276430505117
12__2,914.02,0.30801153116172314,0.3079422285907655
12__2,916.81,0.3079592933439266,0.3080574230310062
12__2,919.6,0.30812005649717517,0.30826436390234063
12__2,922.39,0.3081943745586158,0.3081371270303673
12__2,925.19,0.30739134224929376,0.30714122664867505
12__2,927.98,0.30510517081567795,0.30462622799384587
12__2,930.78,0.3013598384533898,0.301047363675343
12__2,933.58,0.2970460032662429,0.2979146452322101
12__2,936.38,0.2952867562676554,0.2960783330811138
12__2,939.18,0.2960384114583333,0.2954666833762107
12__2,941.98,0.2958210518185028,0.29529202135038346
12__2,944.78,0.2946005583509887,0.2946305267604924
12__2,947.58,0.29316769288488703,0.29350585306951177
12__2,950.38,0.2923600370762712,0.29239374148759084
12__2,953.19,0.29175857388771187,0.2913291412345306
12__2,955.99,0.29048828125,0.29055817916414456
12__2,958.8,0.2897168520480226,0.2902705758592279
12__2,961.6,0.2904702396716102,0.29029244854721553
12__2,964.41,0.2913521031956215,0.2910455744930388
12__2,967.22,0.2913494769597458,0.2919061054992266
7__1,410.75,0.1547947572858146,0.1538743641109885
7__1,413.37,0.16014253423455055,0.16210907020521223
7__1,416,0.16785308037804308,0.16824191144300651
7__1,418.62,0.17491304204705055,0.17185568907308948
7__1,421.24,0.17547630281484083,0.17551888700090293
7__1,423.86,0.17388847436797752,0.17778538458483817
7__1,426.49,0.18395081709386704,0.1806745779201779
7__1,429.12,0.18518660756086144,0.18634946498935487
7__1,431.74,0.1924408759070693,0.19369769721441948
7__1,434.37,0.2009327634889981,0.1992093231326356
7__1,437,0.20741437704822097,0.20733112452904853
7__1,439.63,0.21123467491807116,0.2137987392990905
7__1,442.26,0.2218136448092229,0.21846103277014228
7__1,444.89,0.22167100084854868,0.22233447378834495
7__1,447.52,0.22358343574438205,0.2248427607232032
7__1,450.16,0.22678789574555244,0.22556791106540935
7__1,452.79,0.22714724880032772,0.22819428420947033
7__1,455.43,0.22927639279026216,0.2295645980331505
7__1,458.06,0.2320940682057584,0.22995634641965404
7__1,460.7,0.2290135072858146,0.2305759506810683
7__1,463.34,0.22988171523876405,0.2306520622937846
7__1,465.98,0.231412851855103,0.22965590584314255
7__1,468.62,0.23031376185042135,0.23028511114037145
7__1,471.26,0.22835377896769665,0.23088381518776757
7__1,473.9,0.23310126258192884,0.23102767832759277
7__1,476.54,0.2328653514161985,0.2324332394913724
7__1,479.18,0.23173882988061795,0.23408402983296553
7__1,481.83,0.23538722349016855,0.23349024604428617
7__1,484.47,0.2342977345213015,0.23303425127073304
7__1,487.12,0.23070603274227527,0.23318529885912703
7__1,489.77,0.23257320561212547,0.23268939773943292
7__1,492.42,0.23506490300210675,0.23334403163038395
7__1,495.07,0.233577656835206,0.2345899456385434
7__1,497.72,0.23450621415613296,0.23433198039281256
7__1,500.37,0.23458805155664791,0.2337793221294253
7__1,503.02,0.23307657420411984,0.23414346481657977
7__1,505.67,0.23442209079470977,0.234768729552624
7__1,508.32,0.23605838161282772,0.23555653699477225
7__1,510.98,0.23656129301264045,0.23547459073897584
7__1,513.63,0.23502832762757492,0.2351040691323346
7__1,516.29,0.23338014981273408,0.235168293748328
7__1,518.95,0.23736823721324907,0.23680486759017744
7__1,521.61,0.2395485867275281,0.23920251401707684
7__1,524.27,0.24285957250702248,0.24235899061023053
7__1,526.93,0.24339448735955055,0.2445826645264848
7__1,529.59,0.24761071365870788,0.2467506045386905
7__1,532.25,0.2481566011235955,0.24802029254029564
7__1,534.91,0.2493631312909644,0.24923220015856296
7__1,537.57,0.24919488456811795,0.25003944915395937
7__1,540.24,0.25128105249297755,0.2512862993175383
7__1,542.91,0.2528304767965824,0.2518459025478754
7__1,545.57,0.2525703344452247,0.25273982211827856
7__1,548.24,0.25179722246605807,0.25287726279650435
7__1,550.91,0.2542038821102528,0.25325091943524836
7__1,553.58,0.25314365344101125,0.25335054378873506
7__1,556.25,0.2540818117977528,0.25359503275063533
7__1,558.92,0.25254930360486894,0.2538586802420524
7__1,561.59,0.25462861364700373,0.2546092374069244
7__1,564.26,0.25506888971793074,0.2537114425885055
7__1,566.94,0.25265262903792135,0.25186800016998845
7__1,569.61,0.247615742772706,0.2492366849961544
7__1,572.29,0.2467804526568352,0.24734031713984755
7__1,574.96,0.24728839317064608,0.24676808669687447
7__1,577.64,0.24687646301498128,0.24625187318168143
7__1,580.32,0.24559541052200373,0.2450179114834136
7__1,583,0.24257931369967228,0.24406288055806363
7__1,585.68,0.24349826998478463,0.24350096959576203
7__1,588.36,0.24466273847144196,0.2439364124921973
7__1,591.04,0.24366880266853932,0.24403179148971152
7__1,593.73,0.24422977747542135,0.24300071426481412
7__1,596.41,0.24110669768258428,0.24207703366049135
7__1,599.1,0.24151268433988765,0.242279373857455
7__1,601.78,0.2433880866690075,0.243199679948056
7__1,604.47,0.245214569434691,0.2446594074998328
7__1,607.16,0.24534304043773408,0.24481241448329097
7__1,609.85,0.24388825491573032,0.24405547839893216
7__1,612.53,0.2425153067942416,0.24317512219658463
7__1,615.23,0.24282116836376405,0.24288833207235375
7__1,617.92,0.24326693074087077,0.24309552721486535
7__1,620.61,0.24329344788740637,0.2428976065423243
7__1,623.3,0.24232282888576775,0.2419636935415552
7__1,626,0.24064401919475656,0.24125874673956663
7__1,628.69,0.2405539523349719,0.24133335614940035
7__1,631.39,0.24223367641034643,0.241641416595606
7__1,634.08,0.24269132578417604,0.2418663986910893
7__1,636.78,0.24079946453651685,0.24131239062221332
7__1,639.48,0.24016122425093633,0.2402296942229022
7__1,642.18,0.23935062251287453,0.2394438679468745
7__1,644.88,0.23939817049976592,0.2396483634784087
7__1,647.58,0.23950332470154495,0.23976361945029656
7__1,650.29,0.24000760767790263,0.23897633451349876
7__1,652.99,0.23760140522588952,0.23696194576115803
7__1,655.69,0.23422778411750936,0.23511702291081468
7__1,658.4,0.23317761367626405,0.23430535439099565
7__1,661.1,0.23583390025163856,0.23536799964748303
7__1,663.81,0.23766449774695692,0.23736281622023817
7__1,666.52,0.2389917266502809,0.2388450332731407
7__1,669.23,0.2388088497776217,0.23862590759179375
7__1,671.94,0.23774496357092695,0.23724605804546775
7__1,674.65,0.23520891853932585,0.235556362826322
7__1,677.36,0.23394523934925093,0.2345683922928371
7__1,680.07,0.23481801922401685,0.23496876201762304
7__1,682.79,0.23640859082397003,0.23619068432177415
7__1,685.5,0.23834251375234083,0.2374679704220172
7__1,688.22,0.2383347414852528,0.23872339838176612
7__1,690.93,0.24012053414676968,0.24043582258365664
7__1,693.65,0.24347769633661048,0.24338869625858311
7__1,696.37,0.2479764674040262,0.24825250262646023
7__1,699.09,0.25435292676147003,0.2544183052434457
7__1,701.81,0.26157061973314605,0.2615022586164616
7__1,704.53,0.26896021696512173,0.26892004936630554
7__1,707.25,0.27602063582631087,0.27586381890800565
7__1,709.97,0.2821808432818352,0.28201324969067687
7__1,712.7,0.2872981953710206,0.28712110959932896
7__1,715.42,0.2918756034936798,0.29175830104250267
7__1,718.15,0.296133434281367,0.296795666270956
7__1,720.87,0.30221226152855807,0.302475016406668
7__1,723.6,0.3089663616280431,0.30854676806057163
7__1,726.33,0.31459211142322097,0.3142993778006287
7__1,729.06,0.3194580078125,0.31955930853731945
7__1,731.79,0.32356587956460675,0.32415655009223965
7__1,734.52,0.32873580875468167,0.3280863128330101
7__1,737.25,0.33154525471090823,0.3314570166198503
7__1,739.98,0.33365793978230335,0.3341210972333691
7__1,742.72,0.336084258690309,0.33588733948635635
7__1,745.45,0.3373081621605805,0.3371675864502519
7__1,748.19,0.33791988529962547,0.33796852183933035
7__1,750.93,0.3378380478991105,0.33849185448992336
7__1,753.66,0.33803006861540263,0.33787592953701845
7__1,756.4,0.33700230059105807,0.334965465879704
7__1,759.14,0.3314999926849251,0.33143176219457826
7__1,761.88,0.3267506803019663,0.32948238181625644
7__1,764.62,0.32992405123478463,0.3303775858789794
7__1,767.36,0.3355685459094101,0.3343197363507669
7__1,770.11,0.339160704880618,0.3388147845675607
7__1,772.85,0.3417159519838483,0.3414337555524902
7__1,775.6,0.34258690308988765,0.34278364812539025
7__1,778.34,0.34337647398759363,0.34373441192371146
7__1,781.09,0.34468770116455993,0.34441379950564033
7__1,783.84,0.34530719657069286,0.34535605082096044
7__1,786.58,0.3458041644721442,0.3461600123868602
7__1,789.33,0.3469837203007959,0.3464921516212993
7__1,792.08,0.34676563963014984,0.34674987738541113
7__1,794.84,0.3463107334094101,0.3466044685005908
7__1,797.59,0.34672403514161987,0.34636413781043784
7__1,800.34,0.34617449013927903,0.34663446901612943
7__1,803.1,0.3471428231800094,0.3472126211864076
7__1,805.85,0.3480453205465824,0.3478428497232812
7__1,808.61,0.34831780708684457,0.3482701720157282
7__1,811.36,0.3481788206636236,0.34770808688497634
7__1,814.12,0.346996521681882,0.3469631466526218
7__1,816.88,0.3459824694229869,0.34698387269818975
7__1,819.64,0.34753280811095505,0.3475682949326735
7__1,822.4,0.34958925854400746,0.34870422156456216
7__1,825.16,0.3495302807525749,0.3498073392146536
7__1,827.92,0.35022429848431647,0.3502040949440989
7__1,830.69,0.3506709752457865,0.35062817334916185
7__1,833.45,0.3511427975772472,0.35137696705847604
7__1,836.22,0.3528110918480805,0.3526589992489857
7__1,838.98,0.35377668173572097,0.3542326547382179
7__1,841.75,0.35645902826544945,0.3558510715191391
7__1,844.52,0.35714847407537453,0.35739409513220083
7__1,847.29,0.3583518038974719,0.3584029223375914
7__1,850.06,0.3595473614524813,0.3589725837959248
7__1,852.83,0.35898912979868913,0.35965763185248356
7__1,855.6,0.3604836910404962,0.3605021093540999
7__1,858.37,0.3612156557233146,0.36119686730175454
7__1,861.14,0.36235269267907305,0.3618037790373641
7__1,863.92,0.36153340428955993,0.3617411654795346
7__1,866.69,0.36143327920177903,0.36157788255751744
7__1,869.47,0.3614282500877809,0.36166609887751927
7__1,872.25,0.36192476079705055,0.3618873798934368
7__1,875.03,0.36253419797518727,0.3619260017472579
7__1,877.8,0.36132766780781833,0.3617137339486357
7__1,880.58,0.36141453432233145,0.3615595295570827
7__1,883.37,0.3612348577949438,0.3613940477583824
7__1,886.15,0.3618100055594569,0.3614810013571206
7__1,888.93,0.3608549310919944,0.3610905592339932
7__1,891.71,0.3600978208391854,0.3596949909850411
7__1,894.5,0.3579947368036049,0.35750878505662576
7__1,897.28,0.35469472363647003,0.35535303683593056
7__1,900.07,0.35361620727996257,0.35402410979021764
7__1,902.86,0.35341367114349254,0.353824926396413
7__1,905.64,0.35446978508309923,0.3537156792360554
7__1,908.43,0.3533277190133427,0.3527241817914549
7__1,911.22,0.35008302610018727,0.350771709923143
7__1,914.02,0.34770791271652624,0.34768533613117536
7__1,916.81,0.3447677097963483,0.34444238490252144
7__1,919.6,0.34073710352294007,0.34114352560136885
7__1,922.39,0.3374613215414326,0.33756632334581776
7__1,925.19,0.33336579397823035,0.33309021594797805
7__1,927.98,0.32878747147120785,0.3274781601471933
7__1,930.78,0.3216017819522472,0.3215965568987427
7__1,933.58,0.3168200089243914,0.3183350349590913
7__1,936.38,0.31782308857092695,0.319462536192204
7__1,939.18,0.32498683286516855,0.3241496268963461
7__1,941.98,0.3319224382607678,0.3303086804858882
7__1,944.78,0.33494356419709737,0.3355733137707331
7__1,947.58,0.33916299084152624,0.33926934245140006
7__1,950.38,0.3419376901919476,0.3418219334857656
7__1,953.19,0.3446026634187734,0.3440528789348137
7__1,955.99,0.3451869550269195,0.34577037579281483
7__1,958.8,0.34722191742743447,0.34745297364761685
7__1,961.6,0.3495618270131086,0.3491097945717964
7__1,964.41,0.35112542427434457,0.35114586729618114
7__1,967.22,0.3529212751638577,0.35363003190069336
5__2,410.75,0.09515887026717644,0.09481426250430268
5__2,413.37,0.09671359844214857,0.0973933704827953
5__2,416,0.09964898316201422,0.099561497168247165
5__2,418.62,0.10130094994218344,0.1004522781927363
5__2,421.24,0.1015608884358149,0.101479736289214
5__2,423.86,0.10025683793493166,0.10159906878006351
5__2,426.49,0.10373080286584233,0.1023262927931144
5__2,429.12,0.10295532271958674,0.103984672323324
5__2,431.74,0.10671921031720669,0.10680694598993198
5__2,434.37,0.10938741585365146,0.10913541196275836
5__2,437,0.11276010191985868,0.1121713697449043
5__2,439.63,0.11355203817927204,0.1143935384140524
5__2,442.26,0.11640230507245956,0.1158086809193014
5__2,444.89,0.11740628686169348,0.11713777389543932
5__2,447.52,0.11725854501266736,0.1182729160406318
5__2,450.16,0.11993244776897778,0.11903975253914206
5__2,452.79,0.11942455537171114,0.11999912718289016
5__2,455.43,0.12074374549669951,0.12042986121602672
5__2,458.06,0.12071821014869608,0.12028190427560367
5__2,460.7,0.11958253405802576,0.12050707902752784
5__2,463.34,0.1205317907592274,0.12031262343435949
5__2,465.98,0.1205346507182038,0.119787012477947
5__2,468.62,0.11945758108846226,0.11962875709114185
5__2,471.26,0.11845021728424832,0.11958050744310483
5__2,473.9,0.1204066789030541,0.11969705563526836
5__2,476.54,0.12077935879538164,0.12028868451848304
5__2,479.18,0.12001243582796813,0.12088655321393156
5__2,481.83,0.12096339488570332,0.12042029883618392
5__2,484.47,0.12061674969929574,0.12005580754899814
5__2,487.12,0.1190479033141386,0.12015801703527323
5__2,489.77,0.12018051516304852,0.12011767172585848
5__2,492.42,0.12111660697372396,0.12030855615332084
5__2,495.07,0.12050784427732196,0.12088778755752604
5__2,497.72,0.12061327689196728,0.12089324482618508
5__2,500.37,0.12160838372913955,0.1211180964005832
5__2,503.02,0.12128078223782077,0.12158448480513093
5__2,505.67,0.12253165112059548,0.12249615347407151
5__2,508.32,0.12301414435838136,0.1233743078769574
5__2,510.98,0.12519903952590414,0.12444285707714078
5__2,513.63,0.12513380522353804,0.12516456977846807
5__2,516.29,0.1263248419486798,0.12659172065266178
5__2,518.95,0.12799444514253672,0.12885086882916402
5__2,521.61,0.13229321316300205,0.13163190439493072
5__2,524.27,0.13553286574063314,0.13480082973311408
5__2,526.93,0.13670156754805457,0.13788908282710982
5__2,529.59,0.14087899159480757,0.1404157203942235
5__2,532.25,0.14292597318502465,0.14268797077129708
5__2,534.91,0.1446900231193636,0.14460180538250245
5__2,537.57,0.14563514876871048,0.14584715754924718
5__2,540.24,0.1466964659259948,0.14702056002242384
5__2,542.91,0.14844110899585114,0.1479247556163974
5__2,545.57,0.14865896523597294,0.1486790379110109
5__2,548.24,0.14904803314719692,0.1493235792778726
5__2,550.91,0.14973499075370722,0.1500046991525494
5__2,553.58,0.1506559429402775,0.15027442592603354
5__2,556.25,0.15090151354476572,0.1503051612977087
5__2,558.92,0.14903466397388668,0.15014750254633627
5__2,561.59,0.1497889214086905,0.14967063086812565
5__2,564.26,0.1492607596196309,0.1485809194847228
5__2,566.94,0.1472839151185966,0.1470341572574665
5__2,569.61,0.14422807165041604,0.14474376570448222
5__2,572.29,0.14252410355266829,0.14280510046683526
5__2,574.96,0.14153641898998234,0.14150513129818745
5__2,577.64,0.14081961339891688,0.14051936634515458
5__2,580.32,0.1395688126104035,0.1393914389490805
5__2,583,0.13801614996135878,0.1383468016432412
5__2,585.68,0.13731330369386854,0.1373844481457747
5__2,588.36,0.13713850572500233,0.136955981759627
5__2,591.04,0.13646221621943566,0.13664043403342713
5__2,593.73,0.13675075430283098,0.13633833114082783
5__2,596.41,0.13585506508721876,0.13618512229539106
5__2,599.1,0.13629738271081257,0.13645679570006056
5__2,601.78,0.13686753596103338,0.1369081839116097
5__2,604.47,0.13754947729029146,0.1373364071039669
5__2,607.16,0.13740041895221272,0.13708426702455112
5__2,609.85,0.13617349655134345,0.1362297748370511
5__2,612.53,0.13504601447012132,0.13523422160416557
5__2,615.23,0.13425852703578237,0.1345374757178026
5__2,617.92,0.13437837293574517,0.13419116559839525
5__2,620.61,0.134116505104709,0.13393309267135234
5__2,623.3,0.13356909533777658,0.13359151564353894
5__2,626,0.1331913310739355,0.1332985568374628
5__2,628.69,0.1330814723323029,0.133335510404146
5__2,631.39,0.13363566882728245,0.13348555989202873
5__2,634.08,0.13373640293789513,0.1334786240051234
5__2,636.78,0.13308503593197982,0.13315769683227746
5__2,639.48,0.13242554301087764,0.1325175718646514
5__2,642.18,0.13178316444745955,0.13172447043676622
5__2,644.88,0.13117442444914465,0.13120281543267934
5__2,647.58,0.13039006935082745,0.13067638734513076
5__2,650.29,0.13041029334644616,0.13003231723379202
5__2,652.99,0.12916934352774034,0.12902115636386227
5__2,655.69,0.12802054794271803,0.12806238484071464
5__2,658.4,0.12678422853378346,0.1272848326833639
5__2,661.1,0.1272501067718018,0.12710056745044848
5__2,663.81,0.1273781239831257,0.12726385857000913
5__2,666.52,0.12747692875633368,0.12752106896974175
5__2,669.23,0.12738334454316197,0.12725885850567625
5__2,671.94,0.1269648372129509,0.12670489439587432
5__2,674.65,0.1260206194870886,0.1261946143760155
5__2,677.36,0.1257969979328398,0.12612763556352546
5__2,680.07,0.1267201972300344,0.12663234914773486
5__2,682.79,0.12799260659748046,0.1276676769952734
5__2,685.5,0.12922459067177622,0.12914389140605634
5__2,688.22,0.13115281587021196,0.1313063414080071
5__2,690.93,0.13470197956373187,0.13482294091254718
5__2,693.65,0.14004774224851246,0.14021203532649
5__2,696.37,0.14743830750714718,0.14746475618294166
5__2,699.09,0.1564194639183944,0.1564677708520798
5__2,701.81,0.1664954171654193,0.16662337168678834
5__2,704.53,0.17769903407836324,0.17736689296962163
5__2,707.25,0.18827588871182363,0.18833329325499668
5__2,709.97,0.19906760343790675,0.19911593523140192
5__2,712.7,0.2097004542522778,0.2093956016485539
5__2,715.42,0.21964028707087904,0.21955713533088955
5__2,718.15,0.2294618855537026,0.229968195570039
5__2,720.87,0.24032907141944032,0.24063030205697764
5__2,723.6,0.25169722676587486,0.25115483219533336
5__2,726.33,0.26138753951283006,0.2611260521449684
5__2,729.06,0.26985220095179435,0.2702449254167663
5__2,731.79,0.27829523111373883,0.27842972268419675
5__2,734.52,0.2861556921718111,0.2858563746587591
5__2,737.25,0.2924096053220296,0.2923583606073548
5__2,739.98,0.29754339057125095,0.2976554369761369
5__2,742.72,0.3018733457634111,0.3018592329575326
