id,id2,.metric,.estimator,.estimate,.config,model,response,VNIR_only,nil_only,normalization,derivative,dataset
Repeat1,Fold1,rmse,standard,15.671682346359002,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold1,rsq,standard,0.5048294152117265,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold2,rmse,standard,10.368962428117845,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold2,rsq,standard,0.8648643337251763,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold3,rmse,standard,17.50535736148596,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold3,rsq,standard,0.665917181832456,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold4,rmse,standard,14.28844577687859,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold4,rsq,standard,0.8836622124907766,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold5,rmse,standard,10.761981762626727,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat1,Fold5,rsq,standard,0.822048746274476,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat2,Fold1,rmse,standard,9.737467078105093,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat2,Fold1,rsq,standard,0.9504944041040031,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat2,Fold2,rmse,standard,12.819194984418443,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat2,Fold2,rsq,standard,0.7699077215903476,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat2,Fold3,rmse,standard,16.24145280278562,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat2,Fold3,rsq,standard,0.8031268593709034,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
Repeat2,Fold4,rmse,standard,16.36771671502769,Preprocessor1_Model1,LASSO,reflectance_raw,VNIR only,TRUE,Pu,None,Full spectrum
